Issued by Organization,Issued for Organization,Title,Tender No,Procurement Method,Issued Date,Amendments,Closing Date,Successful Vendor,Successful Vendor City,Province,Country,Award Total,Date Awarded
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Standing Offer for Soap, Cleaner, Wipe Products(Chilliwack & PG)",ITQ-006422,Itq,2020/12/09,0,2020/12/17,"Motion Industries (Canada), Inc.",Abbotsford,British Columbia,Canada,"$3,186.00",2021/01/04
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Standing Offer for Soap, Cleaner, Wipe Products(Chilliwack & PG)",ITQ-006422,Itq,2020/12/09,0,2020/12/17,Swish Maintenance Limited,Delta,British Columbia,Canada,"$6,678.01",2021/01/04
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",FY21 - 1 LOT - VEHICLE UPFITTING - NORTH AREA,ITQ-006428,Itq,2020/12/09,0,2020/12/17,Hi-Lite Truck Accessories Ltd.,Surrey,British Columbia,Canada,"$79,305.87",2021/01/04
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",FY 21 - 1 LOT - VEHICLE UPFITTING - SOUTH AREA,ITQ-006431,Itq,2020/12/09,0,2020/12/17,Hi-Lite Truck Accessories Ltd.,Surrey,British Columbia,Canada,"$118,890.82",2021/01/04
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",FY 21 - 1 LOT - VEHICLE UPFITTING - COAST AREA,ITQ-006432,Itq,2020/12/09,0,2020/12/17,Hi-Lite Truck Accessories Ltd.,Surrey,British Columbia,Canada,"$78,660.93",2021/01/04
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,FY21 - 1 LOT - VEHICLE UPFITTING MOE - SOUTH AREA,ITQ-006433,Itq,2020/12/09,0,2020/12/17,Hi-Lite Truck Accessories Ltd.,Surrey,British Columbia,Canada,"$12,621.28",2021/01/04
Procurement Services Branch,Ministry of Transportation and Infrastructure,Supply & Delivery of Wooden Fence Posts (Merrit),ITQ-006444,Itq,2020/12/23,3,2020/12/30,Princeton Wood Preservers Ltd.,Princeton,British Columbia,Canada,"$138,987.52",2021/01/04
Ministry of Municipal Affairs,Ministry of Municipal Affairs,Human Resources Consulting,SRFP21-MAH-04,SRFP,2020/11/13,0,2020/12/04,Seachange Consulting Ltd.,Victoria,British Columbia,Canada,"$5,000.00",2021/01/04
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.","Manual Thinning from Below, to an Open Forest Stocking",ER21DRM005,ITT,2020/12/07,1,2020/12/18,Evergreen Forest Services Ltd.,Campbell River,British Columbia,Canada,"$28,334.38",2021/01/05
Procurement Services Branch,Ministry of Transportation and Infrastructure,Fabricate and Deliver Cattleguards (106 Mile area),ITQ-006389,Itq,2020/12/09,2,2020/12/11,Shic Enterprises Ltd,Merritt,British Columbia,Canada,"$67,200.00",2021/01/05
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,FY 21 - 1 LOT VEHICLE UPFITTING - NORTH AREA MOE,ITQ-006430,Itq,2020/12/09,0,2020/12/17,Hi-Lite Truck Accessories Ltd.,Surrey,British Columbia,Canada,"$19,411.23",2021/01/05
Procurement Services Branch,Ministry of Attorney General,Sordin Supreme Pro X Ear Protectors,ITQ-006443,Itq,2020/12/15,0,2020/12/23,SRS Tactical Ltd,Calgary,Alberta,Canada,"$21,620.03",2021/01/05
Procurement Services Branch,Ministry of Health,HPE Quality Center annual maintenance& support agreement renewal,ITQ-006448,Itq,2020/12/17,0,2020/12/29,CDW Canada Inc,Etobicoke,Ontario,Canada,"$60,428.37",2021/01/05
Procurement Services Branch,Ministry of Citizens' Services,True-up of COTS TechSmith Camtasia and TechSmith Snag,ITQ-006451,Itq,2020/12/18,0,2020/12/30,Softchoice LP,Vancouver,British Columbia,Canada,"$49,415.66",2021/01/05
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Invitation to Quote 1 Steel Girder Concrete Deck Bridge,ITQ-006454,Itq,2020/12/19,0,2020/12/30,Pioneer Precast Products,Chilliwack,British Columbia,Canada,"$99,394.40",2021/01/05
Ministry of Municipal Affairs,Ministry of Municipal Affairs,BC Energy Step Code Capacity Study,SRFP21-MAH-03,SRFP,2020/12/01,3,2020/12/14,Scius Advisory Inc.,North Vancouver,British Columbia,Canada,"$69,600.00",2021/01/05
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Fall & Burn of Douglas-Fir Beetle Infected Trees,FH21DSN036,ITT,2020/12/02,3,2020/12/15,Universal Silviculture Inc,Salmon Arm,British Columbia,Canada,"$27,921.00",2021/01/06
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Standing Offer for Tarps - Polyethylene (Chilliwack & PG),ITQ-006410,Itq,2020/12/11,1,2020/12/15,Hazmasters Inc.,Burnaby,British Columbia,Canada,"$72,968.00",2021/01/06
Procurement Services Branch,Ministry of Transportation and Infrastructure,Thermolene NCAT Content Testers,ITQ-006442,Itq,2020/12/15,0,2020/12/29,Hoskin Scientific Ltd,Burnaby,British Columbia,Canada,"$78,995.84",2021/01/06
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.","Survey, Layout and Development for Intermediate Salvage",OP21DQU008,ITT,2020/12/15,1,2020/12/18,Strategic Natural Resource Consultants Inc.,Campbell River,British Columbia,Canada,"$19,920.54",2021/01/06
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Owners Engineer - Taylor Bridge Project,RFP 37721-OE01,RFP,2020/08/24,4,2020/09/02,"Hatch Ltd., Charter Project Delivery Inc., and T.Y. Lin",Vancouver,British Columbia,Canada,"$10,342,500.00",2021/01/06
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Cariboo Region Tactical Fuel Management Project,11901,ITQ,2020/12/17,1,2021/01/06,Forsite Consultants Ltd.,Salmon Arm,British Columbia,Canada,"$39,730.00",2021/01/07
Ministry of Public Safety & Solicitor General & Emergency B.C.,Ministry of Public Safety & Solicitor General & Emergency B.C.,Body Removal and Transportation - Trail ,BCCS21NOI711B,NOI,2020/12/17,0,2020/12/31,Alternatives Funeral and Cremation services,Trail,British Columbia,Canada,"$35,000.00",2021/01/07
Ministry of Public Safety & Solicitor General & Emergency B.C.,Ministry of Public Safety & Solicitor General & Emergency B.C.,Body Removal and Body Transportation - Nelson ,BCCS21NOI711D,NOI,2020/12/22,0,2021/01/05,Thompson Funeral Service Ltd.,Nelson,British Columbia,Canada,"$20,000.00",2021/01/07
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Criss Creek FSR Bridge Installation,EN21DTR011,ITT,2020/12/15,2,2020/12/17,Heavy Metal Marine Ltd.,Shawnigan Lake,British Columbia,Canada,"$204,200.00",2021/01/07
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Castle Creek Deactivation,EN21PGN334,ITT,2020/12/10,4,2020/12/17,Formula Contractors Ltd.,Prince George,British Columbia,Canada,"$361,222.17",2021/01/07
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Meier Road Fire Hazard Management Project,FS21DSN035-A,ITT,2020/12/09,1,2020/12/16,N/A,,,,$0.00,2021/01/07
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Design, fabricate and supply two all steel portable bridges",ITQ-006418,Itq,2020/12/08,0,2020/12/16,Surespan Structures Ltd.,Duncan,British Columbia,Canada,"$166,219.20",2021/01/07
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Invitation to Quote - Two All Steel Portable Bridges ,ITQ-006455,Itq,2020/12/19,0,2020/12/30,Rapid-Span Precast Ltd,Armstrong,British Columbia,Canada,"$116,480.00",2021/01/07
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,HIPR H97 Mount Solitude to Stone Creek (108.1 Lane Km),37892MJ0000,MOTITT,2020/12/11,0,2021/01/07,ARC Asphalt Recycling Inc.,Kamloops,British Columbia,Canada,"$6,969,265.00",2021/01/08
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,HIPR H97 Mount Solitude to Stone Creek (108.1 Lane Km),37892MJ0000,MOTITT,2020/12/11,0,2021/01/07,ARC Asphalt Recycling Inc.,Kamloops,British Columbia,Canada,"$6,969,265.00",2021/01/08
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Wildland Unrban Interface Forest Fuel Mitigation - Matthew Creek,ER21DRM006,ITT,2020/12/17,0,2021/01/05,Skookumchuck Pulp Inc.,Skookumchuck,British Columbia,Canada,"$273,240.00",2021/01/08
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.","Douglas-fir Beetle Probing, Layout and MCH Placement",FH21DCC002,ITQ,2020/12/16,0,2021/01/06,Aquilla Resource Management Incorporated,Williams Lake,British Columbia,Canada,"$34,880.00",2021/01/08
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.","Douglas-fir Beetle Probing,Layout and MCH Placement",FH21DCC004,ITQ,2020/12/16,0,2021/01/06,"MMODAHL, ALFRED ROY",150 Mile House,British Columbia,Canada,"$34,000.00",2021/01/08
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",NOI to Direct Award (FEP)Hesquiaht Landslide Remediation Project,GS21NAN613,NOI,2020/12/18,1,2020/12/31,Central WestCoast Forest Society,Ucluelet,British Columbia,Canada,"$109,936.00",2021/01/08
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",NOI to Direct Award Tranquil Watershed Restoration Project,GS21NAN614,NOI,2020/12/18,0,2020/12/31,Central WestCoast Forest Society,Ucluelet,British Columbia,Canada,"$73,124.00",2021/01/08
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",(Amended) Standing Offer for Cleaners/Disinfects (Chilliwack/PG),ITQ-006403,Itq,2020/12/15,2,2020/12/18,Hazmasters Inc.,Burnaby,British Columbia,Canada,$0.00,2021/01/08
Procurement Services Branch,Ministry of Public Safety & Solicitor General & Emergency B.C.,2021 Vehicle Buy - PSSG Office of the Fire Commissioner,ITQ-006450,Itq,2020/12/24,1,2020/12/29,Abbotsford Chrysler Dodge Jeep Ram Ltd.,Abbotsford,British Columbia,Canada,"$78,319.36",2021/01/08
Procurement Services Branch,Ministry of Citizens' Services,"CorelDRAW, WordPerfect & Corel Paintshop",ITQ-006465,Itq,2020/12/22,0,2021/01/04,Intelli5 inc.,Montreal,Quebec,Canada,"$47,474.76",2021/01/08
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",LIGHT DUTY ATV - 1 UNIT KAMLOOPS,ITQ-006473,Itq,2020/12/24,0,2021/01/05,Cycle North Enterprises Ltd,Prince George,British Columbia,Canada,"$10,660.16",2021/01/08
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Road Upgrade Chinook Main,EN21900-127,ITT,2021/01/06,2,2021/01/08,N/A,,,,$0.00,2021/01/11
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Root Disease Surveys in the Beaver Lodge Forest Lands,GS21NAN511,ITT,2020/12/29,1,2021/01/07,Meridian Forest Services Ltd.,Coombs,British Columbia,Canada,"$42,480.36",2021/01/11
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Snow Creek Recreation Site Maintenance Project; South Island Nat,RC21-240-0010,ITT,2020/12/15,2,2021/01/07,Roc-Star Enterprises Ltd.,Port Alberni,British Columbia,Canada,"$80,881.00",2021/01/11
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Residential Water System Upgrades - Ruckle Provincial Park ,RFP-CP21NAN021,RFP,2020/12/07,3,2020/12/16,Independent Pump & Mechanical Ltd.,Cobble Hill,British Columbia,Canada,"$53,810.00",2021/01/11
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,Rotor Beater Mill SR300 for Forest Floor Sample Preparation,ITQ-006472,Itq,2020/12/30,0,2021/01/11,ATS Scientific Inc.,Burlington,Ontario,Canada,"$30,316.16",2021/01/12
Ministry of Public Safety & Solicitor General & Emergency B.C.,Ministry of Public Safety & Solicitor General & Emergency B.C.,NOI to direct award - VPB Review Part A,11900,NOI,2020/12/15,0,2020/12/29,DAVID LOUKIDELIS QC LAW CORPORATION,Edmonton,Alberta,Canada,"$15,000.00",2021/01/12
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",SIBEC Sampling Program Development and Data Collection-Soo TSA,CS21LMN203,ITT,2020/12/29,3,2021/01/05,Ecora Engineering and Resource Group Ltd.,Kelowna,British Columbia,Canada,"$71,399.60",2021/01/12
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,BC Field Sampling Manual Part E RFP,GS21JHQ124,RFP,2020/12/23,2,2021/01/08,Tetra Tech Canada Inc.,Vancouver,British Columbia,Canada,"$31,300.00",2021/01/12
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Invitation to Quote - One Steel Girder/Concrete Deck Bridge,ITQ-006456,Itq,2020/12/19,0,2020/12/30,Pioneer Precast Products,Chilliwack,British Columbia,Canada,"$164,200.96",2021/01/12
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Invitation to Quote - One Steel Girder Concrete Deck Bridge ,ITQ-006457,Itq,2020/12/19,0,2020/12/30,Pioneer Precast Products,Chilliwack,British Columbia,Canada,"$168,560.00",2021/01/12
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Supply & Delivery of Non Perc Fire Hose (Chilliwack),ITQ-006475,Itq,2021/01/04,1,2021/01/06,National Fire Equipment Limited,Burnaby,British Columbia,Canada,$0.00,2021/01/12
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Hwy 26 Wingdam to Barkerville Graded Aggregate Seal Coat,25282MJ2021,MOTITT,2020/12/14,0,2021/01/06,Arrowsmith Road Maintenance Ltd.,Victoria,British Columbia,Canada,"$1,588,630.00",2021/01/13
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Hwy 26 Wingdam to Barkerville Graded Aggregate Seal Coat,25282MJ2021,MOTITT,2020/12/14,0,2021/01/06,Arrowsmith Road Maintenance Ltd.,Victoria,British Columbia,Canada,"$1,588,630.00",2021/01/13
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,Supply & Delivery of Picnic Tables (Nelson),ITQ-006401,Itq,2020/12/24,0,2021/01/05,Lineside Welding,Chilliwack,British Columbia,Canada,"$15,708.00",2021/01/13
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",LIGHT DUTY ATV - 2  UNITS - DCK,ITQ-006425,Itq,2020/12/09,0,2020/12/18,Clearbrook Cycles Ltd,Chilliwack,British Columbia,Canada,"$24,884.16",2021/01/13
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,Supply & Delivery of Picnic Table Board Planks (Telkwa),ITQ-006462,Itq,2021/01/04,1,2021/01/06,4M Holdings Inc.,Chase,British Columbia,Canada,"$54,199.61",2021/01/13
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Greeny/Timothy Lake Wildfire Fuel Reduction Treatment,OP21DMH043,ITT,2020/12/18,0,2021/01/12,J. Sarver Trucking Ltd.,100 Mile House,British Columbia,Canada,"$148,555.00",2021/01/13
Ministry of Public Safety & Solicitor General & Emergency B.C.,Ministry of Public Safety & Solicitor General & Emergency B.C.,Body Removal and Body Transportation- Revelstoke/Golden area,BCCS21NOI711C,NOI,2020/12/29,1,2020/12/31,Providence Funeral Homes Inc. (DBA Bowers Funeral Service),Salmon Arm,British Columbia,Canada,"$150,000.00",2021/01/14
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Maple Grove Recreation Site Maintenance Project; South Island Na,RC21-240-0011,ITT,2020/12/03,0,2021/01/12,Roc-Star Enterprises Ltd.,Port Alberni,British Columbia,Canada,"$71,274.00",2021/01/14
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Maple Grove Recreation Site Maintenance Project; South Island Na,RC21-240-0011,ITT,2020/12/03,0,2021/01/12,Roc-Star Enterprises,Port Alberni,British Columbia,Canada,"$71,274.00",2021/01/14
Ministry of Attorney General,Ministry of Attorney General,ITQ for Laptop Accessories,11915,ITQ,2020/12/22,0,2021/01/08,MICROSERVE BUSINESS COMPUTER SERVICES,Burnaby,British Columbia,Canada,"$24,186.74",2021/01/15
Ministry of Attorney General,Ministry of Attorney General,ITQ for Laptops,11917,ITQ,2020/12/22,0,2021/01/08,MICROSERVE BUSINESS COMPUTER SERVICES,Burnaby,British Columbia,Canada,"$202,759.20",2021/01/15
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Asset Management Services,CMB20201029,RFP,2020/11/12,1,2020/11/25,Jacobs Engineering Group,Victoria,British Columbia,Canada,"$400,000.00",2021/01/15
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.","EN21LMN109 Road Surfacing on Malaspina FSR 6106, Br. 01",EN21LMN109,ITT,2020/12/11,0,2021/01/15,T & R Contracting Ltd.,Powell River,British Columbia,Canada,"$197,370.00",2021/01/15
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Standing Offer Sked Stretcher & Vacuum Immobilizer(2 locations),ITQ-006409,Itq,2020/12/07,0,2020/12/15,Dynamic Rescue Systems Inc.,Coquitlam,British Columbia,Canada,$0.00,2021/01/15
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Standing Offer Sked Stretcher & Vacuum Immobilizer(2 locations),ITQ-006409,Itq,2020/12/07,0,2020/12/15,Ferno Canada,Mississauga,Ontario,Canada,$0.00,2021/01/15
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Invitation to Quote - Two All Steel Portable Bridges ,ITQ-006455,Itq,2020/12/19,0,2020/12/30,Rapid-Span Structures Ltd,Armstrong,British Columbia,Canada,"$116,480.00",2021/01/15
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Supply & Deliver Wire Mesh bins(Chilliwack & Prince George),ITQ-006468,Itq,2020/12/23,2,2021/01/04,"Motion Industries (Canada), Inc.",Abbotsford,British Columbia,Canada,$0.00,2021/01/15
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Development of Pumphouse at the Cowichan Lake Research Station ,MW21JHQ029,ITT,2020/12/08,0,2020/12/22,W.J.Murphy Contracting Limited,Parksville,British Columbia,Canada,"$61,300.00",2021/01/15
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Professional Technical Writer  TechWriter_01,Techwriter_01,ITQ,2020/12/29,4,2021/01/04,New Values Solutions Group Inc.,Burnaby,British Columbia,Canada,"$15,000.00",2021/01/15
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Supply & Delivery of Fish Satellite (Victoria),ITQ-006480,Itq,2021/01/06,0,2021/01/14,Wildlife Computers Inc.,Redmond,Washington,United States,"$47,400.00",2021/01/18
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Engineering Services - Cable Ferries Electrification ,038CS117558,RFP,2020/09/30,1,2020/10/08,3GA Marine Ltd,Victoria,British Columbia,Canada,"$1,000,000.00",2021/01/18
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Conservation Lands Policy Development,1070-30/CS21FHQ205,SRFP,2020/12/03,2,2020/12/16,Paul Anthony Chytyk dba Yuni Environmental Consulting,Victoria,British Columbia,Canada,"$25,000.00",2021/01/18
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Request for Standing Offer for Scoop Stretcher (PG & Chilliwack),ITQ-006408,Itq,2020/12/08,1,2020/12/16,Dynamic Rescue Systems Inc.,Coquitlam,British Columbia,Canada,$0.00,2021/01/18
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,Supply & Delivery of Picnic Tables Metal base (Telkwa),ITQ-006463,Itq,2020/12/23,2,2021/01/04,Lineside Welding,Chilliwack,British Columbia,Canada,"$91,728.00",2021/01/18
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,Supply & Deliver of Picnic Table Bases (Tlell),ITQ-006481,Itq,2021/01/08,1,2021/01/15,TXN Installations Ltd.,Invermere,British Columbia,Canada,"$43,209.60",2021/01/18
Ministry of Children and Family Development,Ministry of Children and Family Development,Integrated Practice Clinician (Domestic Violence) Kamloops,MCFD-10-2020,SRFP,2020/12/08,0,2021/01/05,Shelly Dean INC,Kamloops,British Columbia,Canada,"$180,000.00",2021/01/18
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Timothy Lake East Wildfire Fuel Reduction Treatment,OP21DMH046,ITT,2020/12/18,0,2021/01/14,Cole Forest Consultants Ltd.,100 Mile House,British Columbia,Canada,"$81,417.60",2021/01/18
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Mechanical Brushing Maggie Lake FSR Branch 01 & 04,OP21NAN610,ITT,2020/12/07,0,2021/01/05,West Coast Mechanical Ltd,Campbell River,British Columbia,Canada,"$21,340.00",2021/01/18
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,As and When Concrete Materials and Methods of Construction Exper,SRFP-CE 200901,SRFP,2020/09/10,1,2020/09/29,WSP Canada Inc.,Vancouver,British Columbia,Canada,"$250,000.00",2021/01/18
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,As and When Concrete Materials and Methods of Construction Exper,SRFP-CE 200901,SRFP,2020/09/10,1,2020/09/29,Realcrete Consultants Inc,Richmond,British Columbia,Canada,"$250,000.00",2021/01/18
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Asphalt Resurfacing H29S Bullmoose Flats to Jct H52 (64.7 km),37896MJ0000,MOTITT,2021/01/22,2,2021/01/28,Peter’s Bros. Construction Ltd.,Penticton,British Columbia,Canada,"$3,174,211.00",2021/01/19
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Northern Mountain Caribou Range Delineation,CS21DPG630,SRFP,2021/01/04,1,2021/01/11,N/A,,,,$0.00,2021/01/19
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Spine Board, Basket Stretcher & Straps",ITQ-006464,Itq,2020/12/22,0,2021/01/04,Ferno Canada,Mississauga,Ontario,Canada,$0.00,2021/01/19
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Spine Board, Basket Stretcher & Straps",ITQ-006464,Itq,2020/12/22,0,2021/01/04,Columbia Fire and Safety Ltd,Victoria,British Columbia,Canada,$0.00,2021/01/19
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,Single Soft Rifle Gun Cases,ITQ-006471,Itq,2021/01/07,1,2021/01/12,Wolverine Supplies Ltd.,Virden,Manitoba,Canada,"$20,338.50",2021/01/19
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Aquatic Ecosystems Reporting Support for Cumulative Effects,1070-30/OT21FHQ219,SRFP,2020/12/04,0,2021/01/04,Madrone Environmental Services Ltd.,Duncan,British Columbia,Canada,"$20,000.00",2021/01/20
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,Supply & Delivery of Picnic Tables (Nelson),ITQ-006401,Itq,2020/12/24,0,2021/01/05,TXN Installations Ltd.,Invermere,British Columbia,Canada,"$24,466.40",2021/01/20
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,Supply & Delivery of 2 Modular Homes (Vernon & Hope),ITQ-006445,Itq,2021/01/12,5,2021/01/14,Navigator Properties Inc.,Richmond,British Columbia,Canada,"$147,000.00",2021/01/20
