Issued by Organization,Issued for Organization,Title,Tender No,Procurement Method,Issued Date,Amendments,Closing Date,Successful Vendor,Successful Vendor City,Province,Country,Award Total,Date Awarded
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Tree Planting - Lakes South - Babine Business Area,PL24TAS4100,ITT,2022/10/19,0,2022/11/10,Brinkman Reforestation Ltd.,New Westminster,British Columbia,Canada,"$569,179.94",2022/12/15
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Tree Planting - Lakes South - Babine Business Area,PL24TAS4100,ITT,2022/10/19,0,2022/11/10,Brinkman Reforestation Ltd.,New Westminster,British Columbia,Canada,"$569,179.94",2022/12/13
Asset Investment Recovery,Asset Investment Recovery,Demolition Services for Keating Cross Road Flyover Project,ON-003793,ITT,2022/08/25,3,2022/08/26,Ghotra Excavating & Trucking Ltd.,Surrey,,,"$94,500.00",2022/10/11
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Tree Planting - Bulkley Area - Babine Business Area,PL24TAS4102,ITT,2022/10/20,2,2022/10/27,Brinkman Reforestation Ltd.,New Westminster,British Columbia,Canada,"$309,366.64",2022/12/13
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Tender 2023D – Outdoor Compound and Interior Greenhouse Species ,2023D,ITT,2022/10/21,3,2022/11/03,"Arbutus Grove Nursery Ltd.BG 003,005,008,010,012,057,058,059,068",North Saanich,British Columbia,Canada,"$1,216,312.35",2022/11/21
BC Liquor Distribution Branch,BC Liquor Distribution Branch,RFP2022-04-13 Digital Experience Services,RFP2022-04-13,RFP,2022/04/27,3,2022/05/09,Versett Inc. dba Domain7 Solutions,Calgary,,,"$30,600,000.00",2022/10/07
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Forest Seedling Production 2023,2023C,ITT,2022/10/07,3,2022/10/17,"Arbutus Grove Nursery Ltd. BG 001,002,028,030,047,048",North Saanich,British Columbia,Canada,"$535,630.61",2022/10/31
BC Timber Sales - Contracts,BC Timber Sales - Contracts,PL24TFH003-TKO-Tree Planting Invermere (EK Field Team),PL24TFH003,ITT,2022/10/18,1,2022/11/09,Zanzibar Holdings Ltd.,North Vancouver,British Columbia,Canada,"$232,018.40",2022/12/01
Ministry of Forests,Ministry of Forests,2022 Spring Planting in the Rocky Mountain Forest District,PL24DRM001,ITT,2022/10/27,0,2022/11/17,Zanzibar Holding Ltd,North Vancouver,British Columbia,Canada,"$165,524.74",2022/11/21
BC Timber Sales - Contracts,BC Timber Sales - Contracts,PL24TKN001 - Tree Planting - SZ,PL24TKN001,ITT,2022/10/19,2,2022/11/02,Zanzibar Holdings Ltd.,North Vancouver,British Columbia,Canada,"$773,245.92",2022/11/17
Ministry of Forests,Ministry of Forests,PL24DMH003 Tree Planting & Assoc. Activities 100 Mile House,PL24DMH003,ITT,2022/09/27,0,2022/10/27,Zanzibar Holdings Ltd.,North Vancouver,British Columbia,Canada,"$754,453.95",2022/11/03
Procurement Services Branch ,Information Security ,Req 43757 - Palo Alto 5450 and licenses & support (5 year term),7355,Invitation to Quote,2022-09-28,0,2022-10-11,CDW Canada Corp,Halifax,Nova Scotia,Canada,980015.44,2022-11-01
Procurement Services Branch ,Information Security ,Req 43808 - Splunk Analytics for Hadoop Term License renewal,5073419,Invitation to Quote,2022-10-20,0,2022-10-31,CDW Canada Corp,Halifax,Nova Scotia,Canada,43330.8,2022-11-01
Procurement Services Branch ,IT Security Operations ,Req 43808 - Splunk Analytics for Hadoop Term License renewal,5073419,Invitation to Quote,2022-10-20,0,2022-10-31,CDW Canada Corp,Halifax,Nova Scotia,Canada,43330.8,2022-11-01
Procurement Services Branch ,Ministry of Citizens' Services,Req 43757 - Palo Alto 5450 and licenses & support (5 year term),7355,Invitation to Quote,2022-09-28,0,2022-10-11,CDW Canada Corp,Halifax,Nova Scotia,Canada,980015.44,2022-11-01
Procurement Services Branch ,Ministry of Citizens' Services,Req 43808 - Splunk Analytics for Hadoop Term License renewal,5073419,Invitation to Quote,2022-10-20,0,2022-10-31,CDW Canada Corp,Halifax,Nova Scotia,Canada,43330.8,2022-11-01
Procurement Services Branch ,OCIO Enterprise Services ,Req 43757 - Palo Alto 5450 and licenses & support (5 year term),7355,Invitation to Quote,2022-09-28,0,2022-10-11,CDW Canada Corp,Halifax,Nova Scotia,Canada,980015.44,2022-11-01
Procurement Services Branch ,OCIO Enterprise Services ,Req 43808 - Splunk Analytics for Hadoop Term License renewal,5073419,Invitation to Quote,2022-10-20,0,2022-10-31,CDW Canada Corp,Halifax,Nova Scotia,Canada,43330.8,2022-11-01
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Okanagan Lake Provincial Park - North Camp New Potable Well,OK LAKE WATER 2022,ITT,2022/09/09,0,2022/10/03,Robbins Drilling & Pump Ltd,Penticton,British Columbia,Canada,"$315,631.00",2022/10/25
Procurement Services Branch ,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","req 54064 Solar-powered, portable, livestock watering system",5074606,Invitation to Quote,2022-10-25,0,2022-11-04,Prototype Integrated Solutions,Milner,British Columbia,Canada,14753.76,2022-12-08
Procurement Services Branch ,Attorney General,Req# 8436 Supplier to Upfit 25 Ford Expeditions for Prisoner Transportation,5074896,Invitation to Quote,2022-11-17,2,2022-12-12,Express Custom Mfg.,Parksville,British Columbia,Canada,1595075.75,2022-12-15
BC Timber Sales - Contracts,BC Timber Sales - Contracts,S90Q Road Construction,EN23TCA026,ITT,2022/10/18,0,2022/11/22,Roc-Star Enterprises Ltd.,Port Alberni,British Columbia,Canada,"$652,725.00",2022/12/12
BC Timber Sales - Contracts,BC Timber Sales - Contracts,COASTAL FORESTRY ROAD AND BRIDGE CONSTRUCTION MAJOR WORKS PROJEC,RFQ22TCA015,RQU,2021/01/25,1,2021/02/18,Roc-Star Enterprises Ltd.,Port Alberni,British Columbia,Canada,"$1,282,712.00",2022/11/22
BC Timber Sales - Contracts,BC Timber Sales - Contracts,COASTAL FORESTRY ROAD AND BRIDGE CONSTRUCTION MAJOR WORKS PROJEC,RFQ22TCA015,RQU,2021/01/25,1,2021/02/18,Roc-Star Enterprises Ltd.,Port Alberni,British Columbia,Canada,"$115,200.00",2022/10/21
BC Timber Sales - Contracts,BC Timber Sales - Contracts,"Roadside Brushing Minor Works, Sunshine Coast",EN23TBP004,ITT,2022/09/14,1,2022/09/20,Cedarspring Brushing Ltd,Powell River,British Columbia,Canada,"$67,578.42",2022/10/12
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Tree Planting - Lakes West - Babine Business Area,PL24TAS4101,ITT,2022/10/13,0,2022/11/03,FOLKLORE CONTRACTING LTD.,Prince George,British Columbia,Canada,"$799,434.24",2022/12/13
BC Transit,,Conversion Design and Equipment Replacement Consultation,5150,Request for Proposal,2022-12-06,,,Stantec,,,,146379.4,2022-12-07
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Spring Tree Planting in the Mackenzie District,PL24TGE001,ITT,2022/10/21,0,2022/11/22,Celtic Reforestation Services Ltd.,Prince George,British Columbia,Canada,"$447,237.62",2022/12/12
BCNET,,Software Value-Added Reseller Services,2022011,Request for Proposal,2022-11-15,,,COMPUGEN INC.,,,,24000000,2022-11-15
BCNET,,Audio-Visual Equipment and Services for Post-Secondary Sector,2022009,Request for Qualifications (BPS),2022-11-15,,,Ricoh Canada Inc,,,,0,2022-11-15
BCNET,,External Audit and Related Services,2022004,Request for Proposal,2022-11-15,,,BDO Canada LLP,,,,49400,2022-10-18
BCNET,,Audio-Visual Equipment and Services for Post-Secondary Sector,2022009,Request for Qualifications (BPS),2022-11-15,,,PJS Systems,,,,0,2022-10-29
BCNET,,Audio-Visual Equipment and Services for Post-Secondary Sector,2022009,Request for Qualifications (BPS),2022-11-15,,,Applied Electronics,,,,0,2022-11-04
BCNET,,Audio-Visual Equipment and Services for Post-Secondary Sector,2022009,Request for Qualifications (BPS),2022-11-15,,,AVI-SPL Canada Ltd,,,,0,2022-11-08
BCNET,,Audio-Visual Equipment and Services for Post-Secondary Sector,2022009,Request for Qualifications (BPS),2022-11-15,,,MVCC Video Communications Corp,,,,0,2022-11-05
BCNET,,Audio-Visual Equipment and Services for Post-Secondary Sector,2022009,Request for Qualifications (BPS),2022-11-15,,,Evolution AV,,,,0,2022-11-08
BCNET,,Audio-Visual Equipment and Services for Post-Secondary Sector,2022009,Request for Qualifications (BPS),2022-11-15,,,Microserve,,,,0,2022-11-07
British Columbia Lottery Corporation,,ITQ 2223-220328LDB - Thermal Rolls,2422,Invitation to Quote,2022-12-01,,,Custom Paper Ltd.,,,,250000,2022-12-01
British Columbia Lottery Corporation,,ITQ 2223-220328LDB - Thermal Rolls,2422,Invitation to Quote,2022-12-01,,,Convert-Pac of Canada Ltd.,,,,0,2022-11-14
City of Courtenay,,Sidewalk Snow Clearing Services,Q22-24,Request for Quotation (BPS),2022-11-29,,,Tippin Point Contracting Ltd.,,,,40000,2022-11-25
City of Courtenay,,Canada Day Beer Garden Lewis Park 2023+,EOI-002,Request for Expressions of Interest (BPS),2022-11-29,,,40 Knots Vineyard and Estate Winery Inc.,,,,0,2022-10-11
City of Courtenay,,R22-04 Strategic Cultural Master Plan,R22-04,Request for Proposal (BPS),2022-11-29,,,Nordicity,,,,98880,2022-11-21
City of Delta,,Actuarial Services for Reserve Fund Study,22-171 Delta,Request for Proposal (BPS),2022-11-21,,,COEFFICIENT ACTUARIAL CONSULTING,,,,27848,2022-11-04
City of Delta,,Dry Cleaning Services,22-206,Request for Proposal,2022-12-09,,,Ichiban Fine Cleaning,,,,111341.75,2022-12-09
City of Delta,,Road Salt,22-207,Request for Quotation (BPS),2022-12-09,,,Mainroad Maintenance Products LP,,,,324062.5,2022-12-09
City of Kamloops,,RFP Food and Beverage Services,345686,Request for Proposal,2022-11-22,,,CLUBPROCURE,"1 Prologis Blvd, Suite 400
Mississauga ON
L5W 0G2",,,2225000,2022-11-22
City of Kelowna,,Consulting - Combined Operations Building Expansion - YLW,5969,Request for Proposal (BPS),2022-11-23,,,office of mcfarlane biggar architects + designers ,"301 - 1825 Quebec Street
Vancouver, BC
",,,1057613.04,2022-11-16
City of Kelowna,,Design Build - Slope Rehabilitation,11120,Notice of Intent (BPS),2022-10-17,,,GEO STABILIZATION INTERNATIONAL INC.,,,,4303769.82,2022-10-17
City of Kelowna,,Consulting – Sanitary Trunk CIPP Upgrades - Burtch,11071,Request for Qualifications (BPS),2022-10-13,,,AECOM Canada Ltd.,,,,123313,2022-10-13
City of Kelowna,,Janitorial Services PRC and PAC,n/a,Direct Award,2022-11-16,,,Best Service Pros Ltd.,"101 - 85 Street
Coquitlam, BC V3K 7A8",,,369350,2022-10-18
City of Kelowna,,Consulting - Housing Needs Assessment,11148,Request for Qualifications (BPS),2022-12-15,,,CitySpaces Consulting,,,,84295,2022-12-15
City of Kelowna,,"Waste, Recycling, Disposal and Bin Rental Services",11101,Invitation to Tender,2022-12-06,,,SUPER SAVE DISPOSAL INC.,,,,115118.81,2022-12-06
City of Kelowna,,11005 Construction - YLW Child Care Centre,374,Request for Proposal (BPS),2022-11-08,,,TKI CONSTRUCTION LTD.,,,,3335130,2022-11-08
City of Kelowna,,10957 Consulting - Design - Glenmore Recreation Park,10957,Request for Proposal (BPS),2022-11-09,,,VDZ+A Consulting Inc,,,,400732.05,2022-11-09
City of Kelowna,,11187 Social Services,11187,Direct Award,2022-12-20,,,METRO COMMUNITY,,,,527298.9,2022-12-07
City of Kelowna,,Construction – Sewer Upgrade – Rialto and Cawston & Coronation,7911,Request for Proposal,2022-12-22,,,R&L Construction Ltd.,,,,3489096.77,2022-12-22
City of Kelowna,,Supply of Irrigation Controller,11186,Invitation to Quote,2022-12-20,,,ICONIX Waterworks LP,,,,81200,2022-12-20
City of Prince George,,P22-082 IT Strategic Plan ,P22-082,Request for Proposal,2022-12-22,,,"Tantus Solutions Group, Inc.","Suite 130, 12420 - 104 Avenue
Edmonton, AB T5N 3Z9",,,24400,2022-12-13
City of Prince George,,P22-062 Consulting Services - Sewage Pump Station Replacement (PW126),P22-062,Request for Proposal,2022-12-23,,,McElhanney Ltd.,"12-556 North Nechako Road
Prince George, BC V2K 1A1",,,61828,2022-12-05
City of Prince George,,P22-081 Vending Machine Services,P22-081,Request for Proposal,2022-12-08,,,Ryan Vending,1100 Patricia Blvd,,,1,2022-12-05
City of Prince George,,Graphic Designers,PQ22-014,Request for Qualifications (BPS),2022-11-24,,,Multiple,Multiple,,,0,2022-10-18
City of Prince George,,Graphic Designers,PQ22-014,Request for Qualifications (BPS),2022-11-24,,,Multiple,Multiple,,,0,2022-10-18
City of Prince George,,Graphic Designers,RFPQ22-014,Request for Qualifications (BPS),2022-11-24,,,Multiple,"1100 Patricia Boulevard
Prince George, BC  V2L 3X7",,,1,2022-10-18
City of Richmond,,Public Engagement for City of Richmond’s Draft Youth Strategy,8146 NOITC,Notice of Intent (BPS),2022-11-24,,,Ideaspace Consulting Inc.,"355 Burrard St #570, Vancouver, BC V6C 0B2",,,42250,2022-11-17
City of Richmond,,River Road Sidewalk between No. 6 Rd and Burdette Street,T 8110,Invitation to Tender (BPS),2022-10-27,,,JACK CEWE CONSTRUCTION LTD,,,,688886,2022-10-27
City of Richmond,,Property Management Service for Child Care Facilities,8105,Negotiated Request for Proposal (BPS),2022-11-29,,,Dorset Realty Group Canada Ltd.,,,,250000,2022-12-01
City of Richmond,,Supply and Delivery of Bulk Road Salt,8112Q,Request for Quotation (BPS),2022-11-29,,,Mainroad Lower Mainland Contracting LP,,,,336250,2022-11-03
City of Richmond,,Consulting Services for Lansdowne Major Park Master Plan,7241P,Request for Proposal,2022-10-03,,,PWL Partnership Landscape Architects Inc.,500 - 1201 West Pender Street,,,290112,2022-10-03
City of Richmond,,Community Needs Assessment,8123P,Request for Proposal (BPS),2022-10-19,,,HDR,,,,143900,2022-10-19
City of Richmond,,Garden City Lands Soil Disposal,8137Q,Request for Quotation (BPS),2022-11-29,,,SECURE ENERGY,,,,117450,2022-11-07
City of Richmond,,On Call Elevator Contractor ,8074Q,Request for Quotation (BPS),2022-12-01,,,West Coast Elevator Services Ltd.,"1131 West 14th Street
North Vancouver, BC  V7P 1J9",,,0,2022-12-01
City of Richmond,,8118Q - South Arm Outdoor Pool Water Slide Improvements ,8118Q,Invitation to Quote,2022-12-05,,,Bosa Construction,,,,372000,2022-12-05
City of Richmond,,Prequalification for Pre-Construction and Construction Management Services for City of Richmond Building and Facility,8134Q,Request for Qualifications (BPS),2022-12-05,,,PCL Constructors Westcoast Inc.,,,,0,2022-12-05
City of Richmond,,Prequalification for Pre-Construction and Construction Management Services for City of Richmond Building and Facility,8134PQ,Request for Qualifications (BPS),2022-12-05,,,Scott Construction Group,,,,0,2022-12-05
City of Richmond,,Prequalification for Pre-Construction and Construction Management Services for City of Richmond Building and Facility,8134PQ,Request for Qualifications (BPS),2022-12-05,,,Edifice Construction Inc.,,,,0,2022-12-05
City of Richmond,,Prequalification for Pre-Construction and Construction Management Services for City of Richmond Building and Facility,8134PQ,Request for Qualifications (BPS),2022-12-05,,,Heatherbrae Builders Co. Ltd.,,,,0,2022-12-05
City of Richmond,,On-Call HVAC Service Provider,8077P,Request for Proposal,2022-12-05,,,Kern BSG,,,,0,2022-12-05
City of Richmond,,On-Call HVAC Service Provider,8077P,Request for Proposal,2022-12-05,,,Airon Heating and Air Conditioning Ltd,,,,0,2022-12-05
City of Richmond,,On-Call HVAC Service Provider,8077P,Request for Proposal,2022-12-05,,,Entity Mechanical Ltd,,,,0,2022-12-05
City of Richmond,,"Supply and Delivery of One (1) 15,000 lb Fully Enclosed Exterior Fork Lift",8065Q,Request for Quotation (BPS),2022-12-20,,,Leavitt Machinery,,,,152930,2022-12-20
BC Timber Sales - Contracts,BC Timber Sales - Contracts,PL24TKJ004 - Tree Planting - NZ,PL24TKJ004,ITT,2022/10/25,1,2022/11/18,Seneca Enterprises Ltd.,Prince George,British Columbia,Canada,"$195,159.04",2022/12/01
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Spring Tree Planting Within the Dawson Creek Timber Supply Area,PL24TDE001,ITT,2022/10/12,0,2022/11/16,Spectrum Resource Group Inc.,Prince George,British Columbia,Canada,"$792,616.29",2022/11/29
Ministry of Forests,Ministry of Forests,Pidherny Ground Fuel Load Reduction,OP23DPG821,ITT,2022/11/01,2,2022/11/08,Seneca Enterprises Ltd.,Prince George,British Columbia,Canada,"$307,500.00",2022/11/22
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Spring Tree Planting in the Fort St. James Area,PL24TJE003,ITT,2022/10/12,0,2022/11/17,Spectrum Resource Group Inc.,Prince George,British Columbia,Canada,"$843,988.60",2022/11/22
District of Summerland,,3/4 Ton 4x4 Extended Cab Service Truck(s),RFQ-2022-31,Request for Quotation (BPS),2022-12-01,,,METRO MOTORS LTD.,"2505 Lougheed Highway, Port Coquitlam, BC",,,116825,2022-12-01
District of Summerland,,Wastewater Treatment Plant Filter Building Equipment Removal,RFQ-2022-38,Request for Quotation (BPS),2022-11-15,,,Haztec Solutions,"3239 Corine Road, West Kelowna, BC V4T 1V9",,,56500,2022-10-24
District of Summerland,,Development Application Process Software,RFP-2022-28,Request for Proposal,2022-11-15,,,DATAMINE CANADA,"4464 Markham St., Suite 1202, Victoria, BC V8Z 7X8",,,397896.68,2022-11-08
District of Summerland,,Summerland Rodeo Grounds Master Plan,RFP-2022-32,Request for Proposal,2022-10-18,,,ECORA ENGINEERING & RESOURCE GROUP LTD.,"200-2045 Enterprise Way, Kelowna, BC, V1Y 9T5",,,49747.5,2022-10-17
District of Summerland,,Isintok Dam Spillway Upgrade Design,RFP-2022-34,Request for Proposal,2022-10-25,,,KWL,"202 3334 30th Ave, Vernon, BC V1T 2C8
",,,416580,2022-10-20
Elections British Columbia,,Laser printers – QTY 932,7495,Invitation to Quote (BPS),2022-09-29,0,2022-10-18,CDW Canada Corp,"P.O. BOX 997, Halifax, Nova Scotia",,,617420.93,2022-10-24
Elections British Columbia,,Laptops/Notebook + Computer Mice + Laptop/Notebook Security Cable Locks – QTY 2762,7187,Invitation to Quote (BPS),2022-09-21,0,2022-10-11,Microserve,"280 - 4400 Dominion St, Burnaby, British Columbia",,,2759719.69,2022-10-14
Elections British Columbia,,Laptops/Notebook + Computer Mice + Laptop/Notebook Security Cable Locks – QTY 2762,7187,Invitation to Quote (BPS),2022-09-21,0,2022-10-11,Microserve,"280 - 4400 Dominion St, Burnaby, British Columbia",,,2759719.69,2022-10-14
Elections British Columbia,,Barcode Scanners Printers Monitors Peripherals - QTY Various,7683,Invitation to Quote (BPS),2022-10-06,0,2022-10-25,Microserve,"280 - 4400 Dominion St, Burnaby, British Columbia",,,488082.67,2022-11-21
Elections British Columbia,, Extension Cords and Power Bars - QTY Various,8258,Invitation to Quote (BPS),2022-10-21,0,2022-11-10,ARVITA TRADE,"464 - 5525 WEST BOULEVARD, VANCOUVER, British Columbia",,,303639.29,2022-11-17
Elections British Columbia,,"MFPs, Printers, Large Format Inkjet Printers, Toner, Ink QTY Various",7758,Invitation to Quote (BPS),2022-10-07,0,2022-10-27,COMPUGEN INC.,"100 VIA RENZO DRIVE, RICHMOND HILL, Ontario",,,279847.46,2022-11-10
Elections British Columbia,,Laptops/Notebook + Computer Mice + Laptop/Notebook Security Cable Locks – QTY 868,7475,Invitation to Quote (BPS),2022-09-29,0,2022-10-18,Microserve,"280 - 4400 Dominion St, Burnaby, British Columbia",,,867623.64,2022-10-31
Elections British Columbia,,Keyed Security Cable Locks for Lenovo N24 - QTY 1814,9579,Invitation to Quote,2022-12-16,,,BrighterB Services Inc.,"42 Kangles Street,
Regina, SK S4N 4M8 ",,,20661.71,2022-12-16
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Spring Tree Planting in the Fort St. James Area,PL24TJE004,ITT,2022/10/12,0,2022/11/17,Celtic Reforestation Services Ltd.,Prince George,British Columbia,Canada,"$289,734.25",2022/11/22
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Spring Tree Planting ,PL24TJE005,ITT,2022/10/12,0,2022/11/17,Celtic Reforestation Services Ltd.,Prince George,British Columbia,Canada,"$585,335.23",2022/11/22
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Tender 2023D – Outdoor Compound and Interior Greenhouse Species ,2023D,ITT,2022/10/21,3,2022/11/03,"IFS. BG 021,023,032,041,043,047,055,071,073,074,077,091,099,101",Prince George,British Columbia,Canada,"$2,000,488.16",2022/11/21
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Spring Tree Planting in the Vanderhoof Area (South),PL24TJE002,ITT,2022/09/27,0,2022/10/25,Rhino Reforestation Services Inc.,Prince George,British Columbia,Canada,"$851,209.32",2022/11/08
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Forest Seedling Production 2023,2023C,ITT,2022/10/07,3,2022/10/17,"Industrial Forestry Service Ltd. BG 020,022",Prince George,British Columbia,Canada,"$173,238.00",2022/10/31
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Spring Tree Planting in the Vanderhoof Area (North),PL24TJE001,ITT,2022/10/04,1,2022/10/12,Folklore Contracting Ltd.,Prince George,British Columbia,Canada,"$647,542.70",2022/10/18
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Installing Electric Vehicle Charging Stations at Rest Areas,37483MJ0004,MOTITT,2022/08/29,0,2022/09/20,Westcana Electric Inc,Prince George,British Columbia,Canada,"$983,617.00",2022/10/13
Fraser Health Authority,,"Strategic Facility Planning, British Columbia Emergency Health Services (BCEHS)",4594,Request for Proposal,2022-10-27,,,Inform Planning Inc. ,,,,584630,2022-10-26
Fraser Health Authority,,Purchase of AHU  for Burnaby Hospital Redevelopment Project,7058,Notice of Intent (BPS),2022-10-26,,,Haakon Industries Limited,"11851 Dyke Rd, Richmond, BC V7A 4X8",,,1427750.8,2022-10-18
Fraser Health Authority,,Cost Consultant Services to the Vancouver General Hospital Operation Room Renewal Project Phase 2,7889,Request for Proposal,2022-11-16,,,BTY,,,,178700,2022-11-16
Fraser Health Authority,,Asset Management Consultant Services for Royal Columbian Hospital Redevelopment Project Phase 2 ,9102,Notice of Intent (BPS),2022-11-25,,,EllisDon Corporation,,,,283412,2022-11-24
Fraser Health Authority,,D628-00 Architectural (Prime) Consultant Services to the Maple Ridge Assertive Community Treatment Team,6513,Request for Proposal,2022-10-17,,,Zeidler Architecture,"1981 Main Street
Vancouver, British Columbia
Canada V5T 3C1",,,124925,2022-10-17
Fraser Health Authority,,RH Cancer Centre Relocation Project,6974,Invitation to Tender,2022-11-22,,,CDC Construction Ltd. ,,,,2635618,2022-10-27
Fraser Health Authority,,"004NOI22CW E284-00, Built-Environment for Virtual Hospital",7865,Notice of Intent (BPS),2022-10-27,,,BTY,"550 W Broadway, Vancouver, BC V5Z 0E9",,,95000,2022-10-24
Fraser Health Authority,,005NOI22CW B530-00 Burnaby Hospital Redevelopment Project Phase 1,8065,Notice of Intent (BPS),2022-11-03,,,EDG Experience Design Group Inc.,200-1788 West 5th Avenue Vancouver BC V6J 1P2,,,100000,2022-10-31
Fraser Health Authority,,Eaton Dual Feed UPS Purchase BC Emergency Health Services - Patient Transfer Services ,10913,Notice of Intent (BPS),2023-01-03,,,Willetts Contracting (2004) Ltd.,,,,206253,2022-12-28
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Installing Electric Vehicle Charging Stations at Rest Areas,37483MJ0004,MOTITT,2022/08/29,0,2022/09/20,Westcana Electric Inc,Prince George,British Columbia,Canada,"$983,617.00",2022/10/13
BC Timber Sales - Contracts,BC Timber Sales - Contracts,PL24TEM607 - Spring Tree Planting - Lillooet TSA,PL24TEM607,ITT,2022/10/17,0,2022/11/14,0785350 BC Ltd.,Quesnel,British Columbia,Canada,"$329,350.12",2022/12/13
Ministry of Forests,Ministry of Forests,Tree Planting and Associated Danger Tree Assesments and Falling,PL24DTR001,ITT,2022/10/12,0,2022/11/09,0785350 BC Ltd. dba Torrent Silviculture,Quesnel,British Columbia,Canada,"$499,175.60",2022/11/14
Insurance Corporation of British Columbia,,Locksmith Services,1043,Negotiated Request for Proposal (BPS),2022-12-08,,,"Al Scott Lock & Safe Ltd., and Wiltech Security Systems Ltd.","439 Sixth Street
New Westminster, BC V3L 3B1",,,350000,2022-11-30
Insurance Corporation of British Columbia,,Operational Assessment of Claims Special Investigation Unit (SIU),RFQ 1985,Request for Quotation (BPS),2022-11-17,,,KPMG,,,,145000,2022-10-28
Insurance Corporation of British Columbia,,Heating Ventilation and Air Conditioning Services,1618,Negotiated Request for Proposal (BPS),2022-12-30,,,DUKE REFRIGERATION & H.V.A.C. LTD.,,,,1880733.89,2022-12-01
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Electronic Document and Records Management System RFP,ON-003668,RFP,2021/10/18,10,2021/10/20,"i3-ImageSoft, LLC",Royal Oak,British Columbia,Canada,"$3,400,000.00",2022/11/02
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Tender 2023D – Outdoor Compound and Interior Greenhouse Species ,2023D,ITT,2022/10/21,3,2022/11/03,"Mt. Ida Nursery Ltd. BG 120,128,129",Salmon Arm,British Columbia,Canada,"$133,133.00",2022/11/21
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Multiphase Timber Sale Development in the Fort St. John TSA,SD23TDF001,ITT,2022/08/16,0,2022/09/13,Forsite Consultants Ltd.,Salmon Arm,British Columbia,Canada,"$657,550.00",2022/10/09
Liquor Distribution Branch,,Delivery Services for Liquor and Non-Liquor Products - Region 16,RFP2022-09-06,Request for Proposal (BPS),2022-07-21,0,2022-09-06,Van-Kam Freightways Ltd,"10155 Grace Road, Surrey, British Columbia",,,1000000,2022-10-06
Liquor Distribution Branch,,Source Display Fixtures for IT,NOI2022-08-19,Notice of Intent (BPS),2022-10-17,,,Source Display Inc.,150-11784 Hammersmith Way Richmond BC V7A5E3,,,300000,2022-10-17
Liquor Distribution Branch,,Supply and Delivery of Safety Gloves & Vests,ITQ2022-07-11,Invitation to Quote (BPS),2022-06-23,1,2022-07-11,MARK'S COMMERCIAL,"SUITE 1800 - 510 WEST GEORGIA STREET, VANCOUVER, British Columbia",,,75000,2022-11-03
Liquor Distribution Branch,,"ITQ2022-11-03 Supply and Delivery of Pallet Movers , Pallet Movers Batteries and Forklift Batteries",ITQ2022-11-03,Invitation to Quote,2022-12-07,,,Harding Forklift Services,"18623 96th Avenue
",,,976897,2022-12-06
Liquor Distribution Branch,,Off-site Physicals Records Storage Services,RFP2022-05-31,Request for Proposal,2022-12-15,,,Iron Mountain Canada,"8825 Northbrook Ct, Burnaby BC, V5J 5J1",,,945500,2022-12-15
Liquor Distribution Branch,,ITQ2022-11-11 Supply and Delivery of Industrial Trailers,ITQ2022-11-11,Invitation to Quote (BPS),2022-10-28,1,2022-11-14,Intercontinental Truck Body,"5285 192 Street Frontage Road, Surrey, British Columbia",,,39000,2022-12-02
Metis Nation BC,,MNBC PSI Complex Infrastructure,RFP#2,Request for Proposal,2022-12-13,,,Metis Nation BC,380-13401 108 Avenue,,,300000,2022-12-13
Ministry of Forests,Ministry of Forests,"Remeasurements, maintenance, GPS & plot photos@EP571 (Bamfield)",1070-30/RE23FHQ123,ITT,2022/09/15,1,2022/09/29,Hatch Woodlands Ltd,Salt Spring Island,British Columbia,Canada,"$48,804.00",2022/10/25
Ministry of Forests,Ministry of Forests,Remeasurements/maintenance/GPS/plot photos at EP1258 (Shawnigan),1070-30/RE23FHQ175,ITT,2022/09/01,0,2022/10/06,Hatch Woodlands Ltd.,Salt Spring Island,British Columbia,Canada,"$28,854.00",2022/10/18
